Circle,Site Id/ Cluster Name/ Activity,Status Date,Drive Status,Missing Test Case,Site Status,Device Count,Login Count,Audit
RJ,BIK198_JPR_P40,Jul 25 2025  3:34PM,Drive Completed,NO,FAIL,1,1,Uploaded
RJ,DIPR02_JPR_P40,Jul 25 2025  7:08PM,Drive Completed,NO,PASS,1,1,Uploaded
PB,LHRA16_SNR_P40,Jul 25 2025  7:57PM,Drive Completed,NO,PASS,1,1,Uploaded
MH,PUN3727_PNE_P40,Jul 25 2025  8:55PM,Drive Completed,NO,PASS,2,1,Uploaded
KL,AZHK05_TVM_P40,Jul 26 2025 12:20AM,Partial Closed,NO,Partial Closed,1,1,Uploaded
KK,BG1187_BEN_P40,Jul 26 2025 10:40AM,Drive Completed,NO,PASS,1,1,Uploaded
GJ,GU4008_GJ_P40,Jul 26 2025 11:53AM,Drive Completed,NO,PASS,2,1,Uploaded
PB,PAT938_AMS_P40,Jul 26 2025  2:04PM,Drive Completed,NO,PASS,2,1,Uploaded
GJ,GU3771_GJ_P40,Jul 26 2025  2:11PM,Drive Completed,NO,PASS,2,1,Uploaded
TN,MELTI4_MDR_P41,Jul 26 2025  2:20PM,Drive Completed,NO,PASS,4,1,Uploaded
UW,SISO03_BAR_P41,Jul 26 2025  2:35PM,Drive Completed,NO,PASS,2,1,Uploaded
MU,MB365_MUM_P41,Jul 26 2025  4:06PM,Drive Completed,NO,FAIL,2,1,Uploaded
KK,NH1727_DAV_P40,Jul 26 2025  4:10PM,Drive Completed,NO,PASS,1,1,Uploaded
OR,ORKNT-29_BOL_P41,Jul 26 2025  4:20PM,Drive Completed,NO,PASS,2,1,Uploaded
KK,BG1145_BEN_P40,Jul 26 2025  4:41PM,Drive Completed,NO,PASS,2,1,Uploaded
BH,BHMPR-12_PAT_P41,Jul 26 2025  5:21PM,Drive Completed,NO,FAIL,2,1,Uploaded
KK,BLY375_BEL_P40,Jul 26 2025  7:20PM,Drive Completed,NO,PASS,1,1,Uploaded
GJ,GU3738_GJ_P40,Jul 26 2025  7:44PM,Drive Completed,NO,PASS,2,1,Uploaded
GJ,GU3980_GJ_P40,Jul 26 2025  8:03PM,Drive Completed,NO,PASS,2,1,Uploaded
CH,ATIP16_CHN_P41,Jul 26 2025 10:53PM,Drive Completed,NO,PASS,2,1,Uploaded
KK,BG1080_BEN_P40,Jul 27 2025 12:49AM,Drive Completed,NO,PASS,3,1,Uploaded
KK,BG1081_BEN_P40,Jul 27 2025  3:23PM,Drive Completed,NO,PASS,1,1,Uploaded
GJ,GU4002_GJ_P41,Jul 27 2025  3:42PM,Drive Completed,NO,FAIL,2,1,Uploaded
AP,WAR473_WAR_P40,Jul 27 2025  3:56PM,Drive Completed,NO,PASS,1,1,Uploaded
KL,CHKD42_TSR_P40,Jul 28 2025  1:54PM,Drive Completed,NO,PASS,1,1,Uploaded
TN,TIR652_TIR_P41,Jul 28 2025  4:38PM,Drive Completed,NO,PASS,2,1,Uploaded
PB,RAIY49_FZP_P40,Jul 28 2025  6:29PM,Drive Completed,NO,PASS,1,1,Uploaded
KK,BG1132_BEN_P40,Jul 28 2025  7:42PM,Drive Completed,NO,PASS,1,1,Uploaded
GJ,GU3836_GJ_P40,Jul 28 2025  8:58PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,NAG6489_NGP_P40,Jul 29 2025  3:18PM,Drive Completed,NO,PASS,2,1,Uploaded
TN,PLNI46_DGN_P41,Jul 29 2025  4:01PM,Drive Completed,NO,PASS,2,1,Uploaded
PB,NAW810_JLD_P40,Jul 29 2025  4:12PM,Drive Completed,NO,PASS,1,1,Uploaded
MH,JLN6206_JAL_P40,Jul 29 2025  4:40PM,Drive Completed,NO,PASS,3,1,Uploaded
KK,DHR314_HUB_P40,Jul 29 2025  4:45PM,Drive Completed,NO,PASS,1,1,Uploaded
MH,PUN5884_PNE_P40,Jul 29 2025  7:03PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,SLP5792_SLP_P40,Jul 29 2025  9:08PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,JLG4748_JLG_P40,Jul 30 2025 12:12PM,Drive Completed,YES,Missing Test Case,1,1,Not Uploaded
KK,DSHNR4_BLG_P40,Jul 30 2025  1:25PM,Drive Completed,NO,PASS,1,1,Uploaded
PB,DEPR64_HSP_P40,Jul 30 2025  2:53PM,Drive Completed,NO,PASS,1,1,Uploaded
OR,ORBEL-20_BLP_P41,Jul 30 2025  3:23PM,Drive Completed,NO,PASS,2,1,Uploaded
KK,SGNHI2_TUM_P40,Jul 30 2025  5:49PM,Drive Completed,NO,PASS,1,1,Uploaded
GJ,GU3838_GJ_P40,Jul 30 2025  8:04PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,NAS1821_NAS_P40,Jul 31 2025 12:20AM,Partial Closed,NO,Partial Closed,1,1,Uploaded
TN,AALUR2_TRI_P41,Jul 31 2025 12:20AM,Partial Closed,NO,Partial Closed,1,1,Not Uploaded
KK,NAMBI2_KLR_P40,Jul 31 2025  3:49PM,Drive Completed,NO,PASS,1,1,Uploaded
BH,BHGBA-02_PAT_P41,Jul 31 2025  4:39PM,Drive Completed,NO,PASS,2,1,Uploaded
GJ,GU3748_GJ_P40,Jul 31 2025  4:53PM,Drive Completed,NO,PASS,2,1,Uploaded
PB,RAM876_PTL_P40,Jul 31 2025  7:02PM,Drive Completed,NO,PASS,1,1,Uploaded
MH,LAT3391_NAN_P40,Jul 31 2025  7:20PM,Drive Completed,NO,PASS,2,1,Uploaded
MP,MPID8931_IND_P40,Jul 31 2025  8:52PM,Drive Completed,NO,PASS,2,1,Uploaded
TN,SEBKM3_KCP_P41,Jul 31 2025  9:05PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,AGB3855_AUR_P40,Jul 31 2025  9:16PM,Drive Completed,NO,FAIL,2,1,Uploaded
KK,RTHLI6_HUB_P40,Jul 31 2025 10:54PM,Drive Completed,NO,PASS,1,1,Uploaded
GJ,GU4002_GJ_P40,Jul 31 2025 11:33PM,Drive Completed,NO,PASS,2,1,Uploaded
HR,KST946_HR_P40,Aug  1 2025  2:37PM,Drive Completed,NO,PASS,1,1,Uploaded
BH,BHSAM-70_PAT_P41,Aug  1 2025  3:05PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,LAT1390_NAN_P40,Aug  1 2025  3:20PM,Drive Completed,NO,PASS,2,1,Uploaded
GJ,GU3160_GJ_P40,Aug  1 2025  6:02PM,Drive Completed,NO,PASS,2,1,Uploaded
CH,PRETH2_CHN_P41,Aug  1 2025  8:56PM,Drive Completed,NO,PASS,2,1,Uploaded
KK,RNB040_HUB_P40,Aug  2 2025  1:07AM,Drive Completed,NO,PASS,1,1,Uploaded
KK,BG1314_BEN_P40,Aug  2 2025  1:51AM,Drive Completed,NO,PASS,2,1,Uploaded
KK,GLB341_GUL_P40,Aug  2 2025  1:52AM,Drive Completed,NO,PASS,1,1,Uploaded
KK,CHCDN3_BIJ_P40,Aug  2 2025  2:26AM,Drive Completed,NO,PASS,2,1,Uploaded
TN,TVL101_KCP_P41,Aug  2 2025 12:40PM,Drive Completed,NO,PASS,7,1,Uploaded
OR,ORBHU-971_BHU_P41,Aug  2 2025  1:44PM,Drive Completed,NO,PASS,2,1,Uploaded
RJ,PAG021_JPR_P40,Aug  2 2025  2:56PM,Drive Completed,NO,PASS,1,1,Uploaded
HP,KACH50_HP_P40,Aug  2 2025  5:12PM,Drive Completed,NO,PASS,1,1,Uploaded
MH,AGB3855_AUR_P40_AUR_P40,Aug  2 2025  6:31PM,Drive Completed,NO,PASS,2,1,Uploaded
CH,PONT29_CHN_P41,Aug  3 2025  1:53PM,Drive Completed,NO,PASS,4,1,Uploaded
UW,KHER13_MAT_P41,Aug  4 2025 10:37AM,Drive Completed,NO,PASS,1,1,Uploaded
MH,PUN2215_PNE_P40,Aug  4 2025 11:27AM,Drive Completed,NO,PASS,4,1,Uploaded
BH,BHHAJ-105_PAT_P41,Aug  4 2025  5:25PM,Drive Completed,NO,FAIL,2,1,Uploaded
PB,ZRP647_AMS_P40,Aug  4 2025  5:50PM,Drive Completed,NO,PASS,1,1,Uploaded
KK,RNGPT8_RAI_P40,Aug  4 2025  6:20PM,Drive Completed,NO,PASS,1,1,Uploaded
KK,BG1175_BEN_P40,Aug  4 2025  6:34PM,Drive Completed,NO,PASS,3,1,Uploaded
CH,OTTE17_CHN_P41,Aug  4 2025  8:55PM,Drive Completed,NO,PASS,2,1,Uploaded
KK,LNSR19_RAI_P40,Aug  4 2025 10:47PM,Drive Completed,NO,PASS,3,1,Uploaded
TN,MDY719_MDR_P41,Aug  5 2025 11:48AM,Drive Completed,NO,PASS,2,1,Uploaded
WB,WBJ0533_ROB_P40,Aug  5 2025  1:38PM,Drive Completed,NO,PASS,2,1,Uploaded
OR,ORPUR-170_PUR_P41,Aug  5 2025  2:05PM,Drive Completed,NO,PASS,2,1,Uploaded
BH,BHCTH-03_PAT_P41,Aug  5 2025  4:02PM,Drive Completed,NO,PASS,2,1,Uploaded
OR,ORAUD-06_CUT_P41,Aug  5 2025  5:01PM,Drive Completed,NO,PASS,2,1,Uploaded
GJ,GU3758_GJ_P40,Aug  5 2025  7:33PM,Drive Completed,NO,PASS,2,1,Uploaded
AP,HY9321_HYD_P40,Aug  5 2025  9:03PM,Drive Completed,NO,PASS,2,1,Uploaded
MP,MPID9023_IND_P40,Aug  5 2025 10:56PM,Drive Completed,NO,PASS,2,1,Uploaded
BH,BHSDW-04_PAT_P41,Aug  6 2025 12:20AM,Partial Closed,NO,Partial Closed,2,1,Uploaded
MP,CGBL2907_BIL_P40,Aug  6 2025  3:05AM,Drive Completed,NO,PASS,4,1,Uploaded
MP,MPID9029_IND_P40,Aug  6 2025  8:11AM,Drive Completed,NO,PASS,2,1,Uploaded
BH,BHBMJ-03_PAT_P41,Aug  6 2025 10:50AM,Drive Completed,NO,PASS,2,1,Uploaded
MU,MB2960_MUM_P41,Aug  6 2025 11:45AM,Drive Completed,NO,FAIL,2,1,Uploaded
KL,AYRO09_TVM_P40,Aug  6 2025 12:20PM,Drive Completed,NO,PASS,1,1,Uploaded
BH,BHBMJ-04_PAT_P41,Aug  6 2025  1:32PM,Drive Completed,NO,PASS,2,1,Uploaded
OR,ORKDYN-02_BLE_P41,Aug  6 2025  1:56PM,Drive Completed,NO,PASS,1,1,Uploaded
MH,PUN1367_PNE_P40,Aug  6 2025  5:13PM,Drive Completed,NO,PASS,5,1,Uploaded
MH,BHW3744_VSI_P40,Aug  6 2025  5:14PM,Drive Completed,NO,PASS,2,1,Uploaded
GJ,GU3787_GJ_P40,Aug  6 2025  5:26PM,Drive Completed,NO,PASS,2,1,Uploaded
UW,KKRA17_MEE_P41,Aug  6 2025  5:36PM,Drive Completed,NO,PASS,1,1,Uploaded
MU,MB261_MUM_P41,Aug  7 2025  1:41PM,Drive Completed,YES,Missing Test Case,2,1,Uploaded
MH,WAS4659_AKL_P40,Aug  7 2025  2:42PM,Drive Completed,NO,PASS,2,1,Uploaded
KO,KO0890_KOL_P40,Aug  7 2025  7:22PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,RTG1431_KLP_P40,Aug  7 2025  7:49PM,Drive Completed,NO,PASS,2,1,Uploaded
GJ,GU3665_GJ_P40,Aug  7 2025  8:15PM,Drive Completed,NO,PASS,2,1,Uploaded
TN,TIR642_TIR_P40,Aug  7 2025  8:58PM,Drive Completed,NO,PASS,1,1,Uploaded
BH,BHSIW-94_PAT_P41,Aug  8 2025  9:46AM,Drive Completed,NO,FAIL,2,1,Uploaded
KK,SMNHA3_BEN_P40,Aug  8 2025 11:15AM,Drive Completed,NO,PASS,2,1,Uploaded
MU,MB6151_MUM_P41,Aug  8 2025 12:26PM,Drive Completed,YES,Missing Test Case,1,1,Uploaded
TN,SLM515_SAL_P40,Aug  8 2025  1:32PM,Drive Completed,NO,PASS,1,1,Uploaded
TN,GNPTY4_ERO_P40,Aug  8 2025  4:04PM,Drive Completed,NO,PASS,1,1,Uploaded
MU,MB2137_MUM_P41,Aug  8 2025  4:21PM,Drive Completed,NO,FAIL,2,1,Uploaded
MH,BDR5168_NAN_P40,Aug  8 2025  5:14PM,Drive Completed,NO,PASS,4,1,Uploaded
TN,MKNPT5_CBE_P40,Aug  8 2025  5:21PM,Drive Completed,NO,PASS,1,1,Uploaded
BH,BHKDZ-06_PAT_P41,Aug  8 2025  7:27PM,Drive Completed,NO,FAIL,2,1,Uploaded
TN,TRY579_TRY_P40,Aug  8 2025  8:16PM,Drive Completed,NO,PASS,1,1,Uploaded
KK,TORA15_BEL_P40,Aug  8 2025  8:27PM,Drive Completed,NO,PASS,1,1,Uploaded
UW,DDR004_DEH_P41,Aug  8 2025  8:41PM,Drive Completed,NO,FAIL,1,1,Uploaded
KK,DMSOR2_BID_P40,Aug  8 2025  8:46PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,PUN6126_PNE_P40,Aug  8 2025  8:54PM,Drive Completed,NO,PASS,4,1,Uploaded
KK,BGR400_BEN_P40,Aug  9 2025  1:46AM,Drive Completed,NO,PASS,2,1,Uploaded
KL,KOLB05_MLP_P41,Aug  9 2025  3:21PM,Drive Completed,NO,PASS,3,1,Uploaded
TN,RAMAL2_SAL_P40,Aug  9 2025  5:43PM,Drive Completed,NO,PASS,1,1,Uploaded
KK,BPR181_BIJ_P40,Aug  9 2025  5:45PM,Drive Completed,NO,PASS,1,1,Uploaded
TN,VLKL22_TIR_P40,Aug  9 2025  6:20PM,Drive Completed,NO,PASS,1,1,Uploaded
TN,SLM565_SAL_P40,Aug  9 2025  6:44PM,Drive Completed,NO,PASS,1,1,Uploaded
TN,ANPT6_MDR_P41,Aug  9 2025  6:47PM,Drive Completed,NO,PASS,4,1,Uploaded
MP,MPJB7209_JBP_P40,Aug 10 2025  2:06PM,Drive Completed,NO,PASS,2,1,Uploaded
MP,CGBL3686_BIL_P40,Aug 10 2025  5:43PM,Drive Completed,NO,PASS,4,1,Uploaded
TN,PRNPL2_KRG_P40,Aug 11 2025  4:22PM,Drive Completed,NO,PASS,1,1,Uploaded
BH,BHGOP-58_PAT_P41,Aug 11 2025  5:13PM,Drive Completed,NO,PASS,2,1,Uploaded
MU,MB2171_MUM_P41,Aug 11 2025  6:37PM,Drive Completed,NO,FAIL,2,1,Uploaded
BH,BHBHR-34_PAT_P41,Aug 11 2025  6:56PM,Drive Completed,NO,PASS,2,1,Uploaded
KK,MLR469_MGl_P40,Aug 11 2025  8:38PM,Drive Completed,NO,PASS,2,1,Uploaded
TN,PSYMR3_ERO_P40,Aug 11 2025  9:19PM,Drive Completed,NO,PASS,1,1,Uploaded
TN,ATUR40_SAL_P40,Aug 11 2025 10:25PM,Drive Completed,NO,PASS,1,1,Uploaded
BH,BHKAT-85_PAT_P40,Aug 12 2025 12:11PM,Drive Completed,NO,FAIL,2,1,Uploaded
BH,BHSAH-43_PAT_P40,Aug 12 2025  1:41PM,Drive Completed,NO,FAIL,2,1,Uploaded
TN,SIRU20_KCP_P41,Aug 12 2025  1:54PM,Drive Completed,NO,PASS,2,1,Uploaded
KL,PLSR05_TSR_P40,Aug 12 2025  2:59PM,Drive Completed,NO,PASS,1,1,Uploaded
KK,BPR315_BIJ_P40,Aug 12 2025  3:08PM,Drive Completed,NO,PASS,1,1,Uploaded
KK,SNKER2_BID_P40,Aug 12 2025  3:48PM,Drive Completed,NO,PASS,1,1,Uploaded
TN,PDY547_PON_P40,Aug 12 2025  4:04PM,Drive Completed,NO,PASS,1,1,Uploaded
KL,THLP08_MLP_P41,Aug 13 2025 12:20AM,Partial Closed,NO,Partial Closed,2,1,Uploaded
UW,ETWA117_AGR_P41,Aug 13 2025  1:13PM,Drive Completed,NO,PASS,2,1,Uploaded
MU,MB4107_MUM_P41,Aug 13 2025  4:48PM,Drive Completed,NO,FAIL,2,1,Uploaded
GJ,GU1641_GJ_P40,Aug 13 2025  6:23PM,Drive Completed,NO,PASS,2,1,Uploaded
KK,HLKR08_DAV_P40,Aug 13 2025  7:49PM,Drive Completed,NO,PASS,1,1,Uploaded
UW,KCH24_RUD_P40,Aug 13 2025  8:52PM,Drive Completed,NO,FAIL,1,1,Uploaded
HP,DUUN50_HP_P40,Aug 13 2025  8:57PM,Drive Completed,YES,Missing Test Case,1,1,Not Uploaded
KK,BNHT21_BLG_P40,Aug 13 2025  9:33PM,Drive Completed,NO,PASS,3,1,Uploaded
MH,PUN4098_PNE_P40,Aug 13 2025 10:03PM,Drive Completed,NO,PASS,2,1,Uploaded
GJ,GU4017_GJ_P40,Aug 14 2025  8:44AM,Drive Completed,NO,PASS,2,1,Uploaded
UW,ETWA77_AGR_P41,Aug 14 2025 11:11AM,Drive Completed,NO,FAIL,2,1,Uploaded
RJ,SORP02_JPR_P40,Aug 14 2025 12:18PM,Drive Completed,NO,PASS,1,1,Uploaded
MP,MPID9027_BHO_P40,Aug 14 2025  1:54PM,Drive Completed,YES,Missing Test Case,1,1,Not Uploaded
MP,CGBL7512_BIL_P40,Aug 14 2025  2:01PM,Drive Completed,YES,Missing Test Case,4,1,Uploaded
MP,CGBL3145_BIL_P40,Aug 14 2025  2:02PM,Drive Completed,NO,PASS,4,1,Uploaded
UE,PHR14_ALH_P40,Aug 14 2025  4:29PM,Drive Completed,NO,PASS,1,1,Uploaded
MH,PUN5753_PNE_P40,Aug 14 2025  6:48PM,Drive Completed,NO,PASS,2,1,Uploaded
BH,BHDDF-02_PAT_P40,Aug 14 2025  7:41PM,Drive Completed,NO,FAIL,2,1,Uploaded
MU,MB3503_MUM_P41,Aug 15 2025 12:20AM,Partial Closed,NO,Partial Closed,2,1,Uploaded
MP,MPBP6816_BHO_P40,Aug 15 2025  1:05AM,Drive Completed,YES,Missing Test Case,2,1,Uploaded
RJ,STBD38_JPR_P40,Aug 15 2025  7:33PM,Drive Completed,NO,PASS,1,1,Uploaded
GJ,GU3682_GJ_P40,Aug 15 2025  8:18PM,Drive Completed,NO,PASS,2,1,Uploaded
UW,DAVT02_MAT_P40,Aug 16 2025 10:12AM,Drive Completed,NO,PASS,1,1,Uploaded
BH,BHSAH-63_PAT_P40,Aug 16 2025 11:54AM,Drive Completed,NO,FAIL,2,1,Uploaded
MH,NND5939_NAN_P40,Aug 16 2025  4:15PM,Drive Completed,NO,PASS,2,1,Uploaded
UW,ETWA125_AGR_P41,Aug 16 2025  5:21PM,Drive Completed,NO,FAIL,2,1,Uploaded
BH,BHBLG-08_PAT_P40,Aug 16 2025  6:43PM,Drive Completed,NO,FAIL,2,1,Uploaded
TN,KUTKP2_PON_P40,Aug 16 2025  7:09PM,Drive Completed,NO,PASS,1,1,Uploaded
TN,TIR626_TIR_P40,Aug 16 2025  7:28PM,Drive Completed,NO,PASS,1,1,Uploaded
GJ,GU3921_GJ_P40,Aug 16 2025  8:25PM,Drive Completed,NO,PASS,2,1,Uploaded
KK,HUDI12_BEL_P40,Aug 17 2025 12:19AM,Drive Completed,NO,PASS,3,1,Uploaded
BH,BHDPG-02_PAT_P40,Aug 17 2025  3:59PM,Drive Completed,NO,FAIL,2,1,Uploaded
GJ,GU4006_GJ_P40,Aug 17 2025  4:12PM,Drive Completed,NO,PASS,2,1,Uploaded
TN,RAJA12_KCP_P41,Aug 17 2025  5:48PM,Drive Completed,NO,PASS,2,1,Uploaded
TN,MCRI32_SAL_P40,Aug 17 2025  5:48PM,Drive Completed,NO,PASS,1,1,Uploaded
BH,BHMUZ-238_PAT_P41,Aug 17 2025  6:39PM,Drive Completed,NO,FAIL,2,1,Uploaded
KK,BKPPE2_BEN_P40,Aug 17 2025  9:24PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,PUN5452_PNE_P40,Aug 18 2025  8:26AM,Drive Completed,NO,PASS,2,1,Uploaded
KK,BG1301_BEN_P40,Aug 18 2025  8:59AM,Drive Completed,NO,PASS,1,1,Uploaded
KK,BG1049_BEN_P40,Aug 18 2025  9:33AM,Drive Completed,NO,PASS,2,1,Uploaded
UW,MUCH16_MOR_P40,Aug 18 2025  2:57PM,Drive Completed,NO,FAIL,1,1,Uploaded
BH,BHKZO-02_PAT_P41,Aug 18 2025  4:09PM,Drive Completed,NO,FAIL,2,1,Uploaded
TN,OLKMP2_PON_P40,Aug 18 2025  7:29PM,Drive Completed,NO,PASS,1,1,Uploaded
GJ,GU3783_GJ_P40,Aug 18 2025  7:38PM,Drive Completed,NO,PASS,2,1,Uploaded
TN,KCP172_KCP_P41,Aug 18 2025  7:51PM,Drive Completed,NO,PASS,2,1,Uploaded
KK,NOW683_BEN_P40,Aug 19 2025 12:20AM,Partial Closed,NO,Partial Closed,1,1,Uploaded
BH,JHRAN-668_RAN_P41,Aug 19 2025 12:13PM,Drive Completed,NO,FAIL,2,1,Uploaded
TN,VZVD03_CBE_P41,Aug 19 2025 12:30PM,Drive Completed,YES,Missing Test Case,2,1,Uploaded
TN,TRY574_TRY_P40,Aug 19 2025 12:42PM,Drive Completed,NO,PASS,1,1,Uploaded
TN,BRMGM2_KRG_P40,Aug 19 2025  2:26PM,Drive Completed,NO,PASS,1,1,Uploaded
BH,BHGBP-02_PAT_P40,Aug 19 2025  5:26PM,Drive Completed,NO,FAIL,2,1,Uploaded
OR,ORBHG-03_BLE_P41,Aug 19 2025  6:01PM,Drive Completed,NO,PASS,2,1,Uploaded
GJ,GU3793_GJ_P40,Aug 19 2025  6:12PM,Drive Completed,NO,PASS,2,1,Uploaded
TN,ANMAD3_PON_P40,Aug 19 2025  6:23PM,Drive Completed,NO,PASS,1,1,Uploaded
MP,MPID8939_IND_P40_IND_P40,Aug 19 2025  8:07PM,Drive Completed,YES,Missing Test Case,1,1,Not Uploaded
RJ,BEA039_JPR_P40,Aug 20 2025 12:20AM,Partial Closed,NO,Partial Closed,1,1,Uploaded
BH,BHEMA-02_PAT_P40,Aug 20 2025  4:07PM,Drive Completed,NO,FAIL,2,1,Uploaded
MU,HPSC5597_MUM_P41,Aug 20 2025  5:00PM,Drive Completed,NO,FAIL,1,1,Uploaded
RJ,28PT02_JPR_P40,Aug 20 2025  6:29PM,Drive Completed,NO,FAIL,1,1,Uploaded
KL,OTKU29_MLP_P41,Aug 20 2025  6:32PM,Partial Closed,NO,Partial Closed,2,1,Not Uploaded
TN,TIRVD2_TRI_P40,Aug 20 2025  8:53PM,Drive Completed,NO,PASS,1,1,Uploaded
MH,PUN3813_PNE_P40,Aug 20 2025  9:04PM,Drive Completed,NO,PASS,2,1,Uploaded
BH,BHPAT-1214_PAT_P41,Aug 21 2025  4:11PM,Drive Completed,NO,PASS,2,1,Uploaded
MU,HPSC5604_MUM_P41,Aug 21 2025  5:34PM,Drive Completed,NO,FAIL,1,1,Uploaded
GJ,GU3549_GJ_P40,Aug 21 2025  6:08PM,Drive Completed,NO,PASS,2,1,Uploaded
TN,AALUR2_TRI_P40,Aug 21 2025  7:06PM,Drive Completed,NO,PASS,1,1,Uploaded
BH,BHHGR-02_PAT_P40,Aug 21 2025  7:10PM,Drive Completed,NO,FAIL,2,1,Uploaded
TN,KUB116_TNJ_P40,Aug 21 2025  7:27PM,Drive Completed,NO,PASS,1,1,Uploaded
TN,MHNR07_NKL_P40,Aug 21 2025  7:30PM,Drive Completed,NO,PASS,1,1,Uploaded
MH,KLH5153_KLP_P40,Aug 21 2025  7:41PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,AGB2197_AUR_P40,Aug 21 2025  8:23PM,Drive Completed,NO,PASS,2,1,Uploaded
MU,HPSC5601_MUM_P41,Aug 21 2025  9:18PM,Drive Completed,YES,Missing Test Case,1,1,Uploaded
AP,SUP053_NAL_P40,Aug 21 2025 10:25PM,Drive Completed,NO,FAIL,4,1,Uploaded
MH,AMR1321_AMI_P40,Aug 21 2025 11:23PM,Drive Completed,NO,PASS,2,1,Uploaded
KK,BG1258_BEN_P40,Aug 21 2025 11:56PM,Drive Completed,NO,PASS,2,1,Uploaded
KK,BG1245_BEN_P40,Aug 22 2025 12:34AM,Drive Completed,NO,PASS,2,1,Uploaded
KL,KKND63_EKM_P40,Aug 22 2025  1:48PM,Drive Completed,NO,PASS,1,1,Uploaded
MH,BID6362_AUR_P40,Aug 22 2025  2:31PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,AMR4897_AMI_P40,Aug 22 2025  3:34PM,Drive Completed,NO,PASS,4,1,Uploaded
UW,SBAD13_MOR_P41,Aug 22 2025  4:13PM,Drive Completed,NO,FAIL,1,1,Uploaded
KK,BG1303_BEN_P40,Aug 22 2025  4:58PM,Drive Completed,NO,PASS,2,1,Uploaded
GJ,GU3892_GJ_P40,Aug 22 2025  5:18PM,Drive Completed,NO,PASS,2,1,Uploaded
BH,BHPTR-13_PAT_P41,Aug 22 2025  7:07PM,Drive Completed,NO,FAIL,2,1,Uploaded
UW,MAT244_MAT_P40,Aug 23 2025  4:28AM,Drive Completed,NO,PASS,1,1,Uploaded
MH,SAT5874_KLP_P40,Aug 23 2025  9:43AM,Drive Completed,NO,PASS,2,1,Uploaded
MU,HPSC5596_MUM_P41,Aug 23 2025  6:58PM,Drive Completed,NO,FAIL,1,1,Uploaded
MH,JLN4958_JAL_P40,Aug 23 2025  7:04PM,Drive Completed,NO,PASS,2,1,Uploaded
RJ,HRYD02_JPR_P40,Aug 23 2025  8:24PM,Drive Completed,NO,FAIL,1,1,Uploaded
GJ,GU1605_GJ_P40,Aug 23 2025  8:36PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,PUN3114_PNE_P40,Aug 23 2025  9:53PM,Drive Completed,NO,PASS,2,1,Uploaded
UW,CHND51_MOR_P41,Aug 23 2025 10:53PM,Drive Completed,NO,FAIL,1,1,Uploaded
BH,JHJAM-607_RAN_P41,Aug 24 2025 12:02PM,Drive Completed,YES,Missing Test Case,2,1,Uploaded
PB,MKS611_MKT_P40,Aug 24 2025  5:35PM,Drive Completed,NO,PASS,1,1,Uploaded
BH,BHBZB-01_PAT_P40,Aug 24 2025  7:06PM,Drive Completed,YES,Missing Test Case,2,1,Uploaded
MU,HPSC5594_MUM_P41,Aug 24 2025  8:33PM,Drive Completed,YES,Missing Test Case,1,1,Not Uploaded
MP,MPID8980_1_IND_P40,Aug 24 2025  9:52PM,Drive Completed,YES,Missing Test Case,2,1,Not Uploaded
TN,CB1182_CBE_P40,Aug 25 2025 12:43PM,Drive Completed,NO,PASS,1,1,Uploaded
TN,ANTR04_ERO_P40,Aug 25 2025  4:39PM,Drive Completed,NO,PASS,1,1,Uploaded
UW,AGA153_AGR_P40,Aug 25 2025  7:32PM,Drive Completed,NO,FAIL,1,1,Uploaded
RJ,JHJU03_JPR_P40,Aug 25 2025 10:41PM,Drive Completed,NO,FAIL,1,1,Uploaded
TN,AAYG03_PON_P40,Aug 26 2025 12:05AM,Drive Completed,NO,PASS,1,1,Uploaded
KK,SVNR11_HUB_P40,Aug 26 2025 10:54AM,Drive Completed,NO,PASS,1,1,Uploaded
GJ,GU3635_GJ_P40,Aug 26 2025  6:10PM,Drive Completed,NO,PASS,2,1,Uploaded
UW,RUST05_MOR_P41,Aug 26 2025  6:59PM,Drive Completed,NO,PASS,2,1,Uploaded
BH,BHBXL-02_PAT_P41,Aug 26 2025  7:47PM,Drive Completed,NO,PASS,2,1,Uploaded
TN,CB1201_CBE_P40,Aug 26 2025  9:08PM,Drive Completed,NO,PASS,1,1,Uploaded
GJ,GU4117_GJ_P40,Aug 27 2025 10:13AM,Drive Completed,NO,PASS,2,1,Uploaded
TN,AMPAT3_VNG_P41,Aug 27 2025  2:31PM,Drive Completed,NO,PASS,2,1,Uploaded
GJ,GU3484_GJ_P40,Aug 27 2025  5:11PM,Drive Completed,NO,PASS,2,1,Uploaded
TN,PTGDI5_VNG_P40,Aug 27 2025  8:17PM,Drive Completed,NO,PASS,1,1,Uploaded
